customer_id,age,income,tenure_months,engagement_score,product_uses,support_tickets,lifetime_value,region,true_label
147,49,84309,61,28.21,8,3,28315.84,North,2
148,40,47646,37,41.21,6,2,16331.74,West,1
149,48,81545,47,38.14,6,2,27414.55,North,2
150,32,48031,8,57.25,6,3,16083.73,East,1
151,48,71362,57,36.46,6,2,24013.29,West,3
152,48,98403,57,32.86,8,3,32699.35,North,2
153,26,54419,8,55.31,1,2,18556.99,East,0
154,30,40861,0,64.37,7,2,14220.09,East,1
155,33,71574,25,61.73,5,2,23948.63,East,4
156,45,75590,46,40.22,8,3,25296.4,West,2
157,50,123592,71,90.96,9,5,41116.08,North,2
158,20,57317,24,51.8,2,3,19866.51,West,0
159,35,52922,36,50.56,4,2,18290.16,West,1
160,27,54028,5,48.96,2,2,17919.72,East,1
161,31,69448,31,67.13,4,2,23362.67,East,4
162,40,52976,10,42.16,3,1,18126.23,East,1
163,27,60339,27,53.25,4,2,20741.99,West,0
164,53,120938,75,63.3,10,5,39707.84,North,2
165,44,62844,42,31.44,6,1,21100,West,0
166,38,51922,29,41.26,6,2,18011.79,West,0
167,34,89567,42,17.15,5,5,29623.56,North,3
168,40,54772,41,59.91,3,3,19173.1,West,0
169,44,70341,18,60.83,5,2,23248.99,South,1
170,50,127723,66,86.88,9,3,42404.74,North,2
171,34,67608,23,70.69,2,2,22838.2,East,4
172,37,74181,28,66.34,4,2,24861.32,East,0
173,31,41047,32,54.86,0,2,14647.48,West,0
174,40,51400,34,43.22,4,2,17469.56,West,1
175,24,60774,23,49.71,2,2,20766.22,West,0
176,37,68773,26,55.73,5,1,23169.9,East,4
177,36,69843,31,49.36,7,2,23133.07,West,0
178,58,142920,83,47.94,11,6,47321.5,North,3
179,50,115452,70,61.15,7,5,38197.11,North,2
180,30,38343,32,42.4,1,1,13715.29,West,0
181,56,148865,91,79.63,10,4,49540.9,North,3
182,54,133269,92,37.73,11,4,44533.22,North,3
183,33,54773,42,56.22,3,3,18869,West,0
184,43,47117,29,45.17,4,1,16190.1,West,0
185,31,43612,8,72.49,6,3,15113.08,East,0
186,21,58417,19,68.33,2,2,19539.16,East,0
187,49,126933,67,72.87,8,4,41935.31,North,2
188,33,72231,24,71.15,4,1,24336.68,East,4
189,49,95879,55,34.26,8,4,32001.11,North,2
190,43,63586,27,47.3,5,2,21433.03,West,1
191,43,68357,36,45.27,6,1,22939.14,West,0
192,38,56064,7,64.44,4,2,19085.88,South,0
193,40,64271,52,78.6,4,3,21871.65,West,3
194,42,115679,72,94.32,7,4,38331.23,North,2
195,28,72133,26,68.91,2,2,24408.6,East,4
196,22,67732,30,58.83,3,2,23002.89,West,0
197,52,91300,74,2.33,7,5,29747.66,North,3
198,52,150921,90,99.85,9,5,50056.97,North,3
199,42,57155,19,58.79,5,2,19512.4,South,3
200,29,62901,13,59.27,3,2,20943.73,East,4
201,41,47407,31,33.69,5,1,16111.33,West,0
202,50,93654,60,32.97,6,3,31309.1,North,2
203,34,92729,35,24.13,5,4,30763.18,East,3
204,25,48302,8,49.58,2,2,16415.55,East,1
205,30,68241,21,68.74,3,2,22860.47,East,0
206,27,65312,23,52.35,4,3,21619.77,East,2
207,38,51653,8,71.27,8,3,17307.52,East,1
208,31,52478,16,74.19,7,3,17724.75,South,3
209,32,53887,17,74.08,6,3,18230.07,South,3
210,32,42285,1,62.37,6,3,14204.27,East,0
211,57,133287,96,42.56,10,4,44047.39,North,3
212,20,44002,7,48.85,0,2,14923.95,East,1
213,24,66963,32,60.7,2,1,22482.3,West,1
214,22,65994,36,52.28,0,0,22633.72,West,1
215,41,126428,61,9.97,6,6,41146.55,North,3
216,42,45507,27,37.76,5,1,15925.89,West,0
217,28,73875,18,45.77,3,1,24873.89,South,3
218,31,77309,31,70.52,4,1,25958.54,North,4
219,38,61667,17,55.96,3,2,20759.73,South,1
220,37,52670,10,56.08,5,2,17969.76,South,1
221,36,64701,24,59.43,5,3,22050.23,East,3
222,58,140124,88,49.94,11,4,46525.63,North,3
223,29,70101,23,66.63,3,2,23509.51,East,4
224,52,148276,85,100.43,10,5,48928.18,North,3
225,31,56467,37,52.4,2,2,19487.56,West,1
226,39,56462,42,40.55,7,3,19411.48,West,0
227,33,59654,39,51.36,2,3,20233.99,West,1
228,32,68840,28,76.28,3,2,23199.45,East,4
229,21,67696,24,50.09,5,3,22807.3,West,0
230,40,45384,32,33.15,3,2,15549.87,West,1
231,46,125323,65,91.09,7,4,41445.81,North,2
232,38,38317,28,47.48,2,2,13646.86,West,0
233,30,67182,15,54.42,2,1,22514.65,East,4
234,32,36556,0,62.06,3,2,12798.57,East,1
235,23,48426,21,47.61,2,1,16844.09,East,0
236,37,54447,23,45.44,1,1,18420.5,South,1
237,35,85848,38,26.21,6,4,28559.71,East,3
238,28,61157,23,41.08,4,3,20316.73,East,2
239,23,65925,14,44.98,4,0,22419.69,East,1
240,52,126082,73,82.51,9,4,41712.3,North,2
241,49,126249,77,75.21,10,4,41875.3,North,2
242,36,40549,6,65.66,7,3,13990.66,East,1
243,35,49834,3,57.83,4,2,17011.61,South,1
244,40,49643,35,44.3,5,3,17000.93,West,0
245,57,146593,92,59.77,10,5,48563.53,North,3
246,27,68212,28,49.47,3,2,22986.19,West,3
247,29,67322,28,58.53,2,3,22606.61,East,4
248,32,71710,32,47.85,3,4,24139.2,North,2
249,45,128905,72,86.64,8,4,42875.63,North,2
250,27,59943,21,49.21,4,2,19987.68,East,2
251,30,36617,6,65.97,4,3,12696.75,East,1
252,29,77904,30,44.82,1,1,25996.39,West,1
253,47,129650,72,99.06,8,3,42889.44,North,2
254,25,75277,30,56.19,3,3,25007.33,West,1
255,50,132200,69,91.67,8,4,43733.52,North,2
256,36,57391,16,70.26,6,2,19305.98,South,3
257,38,64667,29,61.71,6,4,21771.57,West,2
258,40,48166,28,31.88,5,1,16505.83,West,0
259,41,75556,26,49.65,6,3,25099.06,West,0
260,42,73054,62,25.21,7,3,24605.54,West,3
261,39,125271,64,29.57,5,6,41271.18,North,3
262,26,52187,3,59.45,2,2,17818.43,East,4
263,45,67396,61,32.6,4,3,22852.54,West,3
264,34,79242,33,40.92,4,2,26852.22,North,2
265,47,130570,78,84.24,7,5,43363.38,North,2
266,54,127109,76,60.64,9,4,42062.31,North,2
267,49,126228,69,94.94,8,4,42021.71,North,2
268,43,64995,25,50.77,3,2,21900.36,South,1
269,39,52602,17,51.66,4,1,17804.86,East,1
270,36,60791,11,65.75,5,1,20096.79,South,3
271,27,44794,22,46.75,1,2,15467.73,East,0
272,25,33497,0,60.59,4,2,11806.78,East,1
273,41,56049,35,53.97,5,2,19298.15,West,0
274,34,107133,51,4.54,6,6,34939.46,North,3
275,40,57968,41,60.49,3,3,19840.63,West,1
276,47,72414,63,26.09,6,4,24397.23,West,3
277,41,41089,29,48.23,5,2,14556.32,West,1
278,48,96007,57,38.28,8,3,31979.62,North,2
279,34,54649,18,58.24,4,1,18874.42,West,0
280,44,57599,41,44.33,4,2,19591.58,West,0
281,30,67531,19,62.63,3,2,22876.46,East,4
282,24,47953,11,53.45,3,2,16193.8,East,0
283,19,67238,19,54.02,2,0,23109.01,East,0
284,24,68152,28,49,3,3,22615.17,West,1
285,34,51468,39,40.17,2,2,17952.34,West,0
286,38,60490,31,44.95,4,2,20356.53,West,1
287,24,31289,10,53.58,2,2,10966.08,East,0
288,36,100198,53,57.01,5,4,33124.8,North,2
289,32,67214,20,58.44,3,1,22838.89,East,2
290,35,63269,18,69.2,3,1,21672.34,East,4
291,30,46412,33,35.03,1,2,16037.28,West,1
292,50,148971,89,100.43,9,5,49253.14,North,3
293,63,120460,89,18.03,9,5,39907.62,North,3
294,57,133047,95,46.5,12,5,44081.4,North,3
295,50,111419,63,39.64,10,4,36930.56,North,2
296,24,54026,16,56.12,2,2,18052.28,East,2
297,34,61352,23,54.55,4,2,20870.19,East,0
298,47,139759,82,78.6,8,5,46229.2,North,3
299,44,126557,69,48,7,5,42032.18,North,3
300,29,52253,29,45.41,3,1,18195.05,West,1
301,29,56891,11,53.63,4,2,19494.47,East,4
302,40,44701,2,65.76,3,1,15273.09,East,0
303,38,104555,51,60.52,6,4,34534.64,North,2
304,23,59538,16,45.92,4,2,20330.54,East,1
305,36,71513,23,68.48,5,2,23686.81,East,4
306,35,49290,10,75.18,7,3,16830.55,South,0
307,58,150043,90,100.22,10,5,49814.2,North,3
308,37,53586,41,42.93,5,3,18397.84,West,0
309,47,136198,82,91.59,7,5,45194.23,North,3
310,27,71015,22,66.55,2,2,23853.86,East,4
311,36,54104,14,50.35,4,1,18438.32,South,1
312,38,44652,8,62.79,5,3,15209.36,East,1
313,39,90343,37,18.27,7,4,29881.13,East,3
314,39,57118,15,74.15,5,3,19317.74,South,1
315,36,44242,0,66.49,5,2,15205.2,East,1
316,26,35508,7,62.59,3,2,12387.71,East,1
317,33,53888,32,44.92,1,2,18471.36,West,0
318,44,54270,6,61.85,4,2,18361.12,South,1
319,37,80968,27,39.06,6,4,27062.92,East,3
320,42,70603,15,50.96,3,2,23701.77,South,1
321,27,63834,15,41.86,5,2,20868.51,East,2
322,27,36553,9,48.25,3,1,12546.08,East,0
323,36,61813,45,65.39,2,2,20895.23,West,3
324,23,59146,6,54.46,3,2,19870.56,East,4
325,46,136348,84,79.85,6,6,45048.67,North,3
326,37,70190,19,74.26,6,2,23645.96,East,3
327,29,59049,18,72.01,2,2,20018.71,East,1
328,31,72636,21,67.28,2,2,24304.53,East,0
329,26,40598,4,44.34,3,3,13867.67,East,1
330,27,40039,9,54.29,4,2,13573.36,East,1
331,41,67170,61,24.69,6,4,22801.4,West,3
332,22,71076,21,39.22,4,2,23742.95,West,3
333,25,48653,15,52.96,2,1,16569.66,East,1
334,31,67618,14,56.74,2,2,22669.63,East,4
335,30,71664,32,63.56,4,2,24025.21,East,4
336,35,49768,10,64.92,4,2,16694.43,East,1
337,43,54009,36,41.59,5,3,18548.53,West,0
338,37,63414,37,45.11,5,2,21457.2,West,0
339,39,43263,22,39.85,3,0,15164.6,East,0
340,49,101033,61,34.67,9,4,33660.76,North,2
341,45,134306,71,93.89,8,4,44610.67,North,2
342,39,49435,28,41.25,5,1,16861.23,West,1
343,46,125330,72,93.93,8,3,41594.7,North,2
344,34,84652,34,33.84,4,4,28490.03,East,3
345,33,78734,21,60.6,3,1,26360.13,East,0
346,23,41041,20,53.73,2,3,14315.28,East,1
347,21,56113,3,51.97,4,2,18800.75,East,1
348,35,96978,48,55.01,6,4,31971.13,North,2
349,38,109375,50,10.68,6,4,35744,North,3
350,36,74695,24,67.98,4,3,24909.49,East,4
351,26,33603,0,52.64,3,1,11819.49,East,1
352,25,28884,0,62.44,4,2,10520.45,East,0
353,27,35632,0,54.12,6,1,12223.1,East,0
354,35,63688,20,55.41,4,2,21448.51,East,0
355,52,122823,68,72.71,9,5,40708.24,North,2
356,22,62887,27,52.94,2,2,21264.2,West,1
357,19,55958,13,54.49,3,2,18681.55,East,2
358,27,69571,24,47.76,3,2,22978.5,North,2
359,23,73820,22,44.81,4,2,24275.62,West,1
360,44,74306,47,27.31,7,2,25019.9,West,2
361,49,138001,86,100.91,8,6,45751.04,North,3
362,48,81561,48,36.65,6,3,27247.24,North,2
363,55,158051,98,98.97,10,5,52581,North,3
364,28,40395,11,45.05,3,4,13757.28,East,0
365,35,60953,24,46.92,5,2,20780.55,West,0
366,50,127116,73,70.23,9,5,42166.74,North,2
367,20,39596,17,47.72,4,2,13406.82,East,1
368,40,67279,24,42.75,4,1,22465.52,South,1
369,37,55064,2,51.59,4,2,18655.64,East,1
370,34,62521,42,67.5,2,3,21253.8,West,3
371,37,56961,36,53.54,3,2,19611.62,West,1
372,43,59199,11,44.93,4,1,19698.56,South,0
373,29,55620,18,52.47,3,1,19059.75,East,1
374,34,45954,40,44.81,4,3,15920.57,West,0
375,25,59720,10,68.4,2,2,20264.2,East,4
376,29,54387,7,44.49,4,1,18685.69,East,1
377,29,37092,5,42.72,3,2,12737.13,East,1
378,42,65131,29,52.67,6,1,21955.34,West,2
379,28,61047,14,57.99,3,1,20759.69,East,1
380,32,71956,21,75.11,6,3,24341.88,East,4
381,38,41680,28,44.48,3,2,14689.85,West,0
382,43,71535,26,77.43,5,3,24101.25,West,0
383,33,40102,14,62.84,6,2,13702.89,East,1
384,50,144599,89,100.95,9,5,48041.47,North,3
385,37,50655,11,51.79,1,1,17459.8,East,0
386,25,71359,28,50.41,3,2,23786.22,West,0
387,28,55498,34,59.34,2,3,19417.62,West,1
388,34,52057,39,57.84,3,2,18038.5,West,1
389,23,55386,36,57.76,3,2,19048.18,West,0
390,39,44579,30,25.77,4,2,15112.62,West,0
391,36,40396,33,43.77,4,1,14365.56,West,0
392,25,34096,0,50.43,2,3,12187.22,East,1
393,38,39406,26,42.59,3,3,13989.74,West,0
394,40,48361,16,60.55,4,2,16552.6,South,1
395,35,61004,27,56.93,5,2,20966.35,East,0
396,37,61626,15,60.12,3,3,20943.28,East,4
397,40,42361,30,40.07,7,2,14573.94,West,1
398,22,65225,28,45.25,4,2,22028.93,West,1
399,55,156861,91,98.72,10,5,52162.5,North,3
400,44,124273,63,22.27,6,5,40949.65,North,3
401,27,67223,12,59.82,2,2,22670.11,East,0
402,48,127397,78,98.72,8,5,42361.44,North,2
403,41,49457,7,58.22,7,1,16836.09,South,1
404,34,49541,9,69.35,6,3,16756.68,East,1
405,21,64803,15,49.42,4,1,22052.41,East,1
406,45,72779,21,42.81,5,2,24190.82,South,1
407,31,33062,22,35.47,1,3,11734.63,East,1
408,32,72135,22,56.82,4,2,24325.44,West,0
409,21,52390,6,49.36,2,3,17624.06,East,0
410,43,68657,20,62.17,5,3,23014.24,South,1
411,33,67590,15,55.91,2,0,22779.03,East,0
412,41,127912,67,41,6,5,42483.12,North,3
413,28,58955,32,48.98,3,3,20000.8,West,0
414,39,43522,27,40.95,4,1,15224.11,West,0
415,60,131939,88,47.56,11,5,43780.57,North,3
416,38,54135,16,72.04,5,2,18599,South,1
417,33,39036,3,62.57,6,1,13536.9,East,1
418,54,157031,92,97.8,10,5,52085.1,North,3
419,41,71036,18,55.64,5,3,23684.73,South,1
420,30,66082,17,70.83,3,0,22064.37,East,4
421,35,60324,27,58.15,4,2,20460.89,East,2
422,35,40737,5,75.1,5,3,14170.14,East,1
423,33,70233,24,71.97,4,2,23741.56,East,4
424,50,128699,74,89.41,8,5,42874.42,North,2
425,41,111087,54,64.34,6,4,36643.47,North,2
426,28,72185,23,61.1,3,2,24110.45,East,4
427,29,74498,27,39.44,3,2,24906.85,West,0
428,52,147516,90,100.36,9,5,48890.23,North,3
429,46,80869,48,38.24,7,3,27058.57,West,2
430,33,64008,20,63.01,4,1,21657.17,East,2
431,35,63960,16,63.25,6,3,21294.75,East,3
432,27,41422,13,51.01,2,2,14388.08,East,1
433,35,33324,31,35.74,3,1,11923.66,West,0
434,29,66001,13,61.37,3,2,21902.82,East,4
435,43,74346,36,42.64,5,2,24750.15,West,2
436,29,61466,11,66.39,1,1,20920.55,East,4
437,42,69017,58,48.25,4,3,23282.59,West,3
438,40,54936,15,53.41,4,2,18604.84,South,0
439,36,87612,44,45.41,3,4,29426.27,North,2
440,39,36071,24,43.23,5,2,12956.6,East,0
441,27,64682,17,63.59,3,2,21777.46,East,4
442,51,87544,57,35.01,5,4,29227.33,North,2
443,32,67798,24,59.3,2,2,22834.71,East,4
444,41,62943,57,54.22,4,3,21269.06,West,3
445,25,60212,10,64.13,1,2,20378.24,East,4
446,42,60864,15,53.09,5,1,20427.86,South,1
447,40,49241,25,42.98,5,1,17065.48,West,0
448,37,64814,19,45.67,3,2,21876.07,South,0
449,58,146632,86,70.23,9,5,48400.13,North,3
450,39,48664,7,71.19,6,3,16556.85,South,1
451,24,66068,22,54,2,1,22278.09,East,0
452,24,55106,6,59.54,2,2,18610.58,East,0
453,41,62129,19,57.54,3,1,21014.16,South,1
454,35,65215,20,53.47,4,2,22058.1,East,2
455,30,63905,18,67.84,4,2,21449.32,East,4
456,33,75330,28,56.89,6,3,25399.83,East,3
457,25,64544,23,45.97,2,4,21161.6,East,2
458,35,49462,41,32.56,5,3,16804.96,West,0
459,48,78677,45,46.7,8,3,26533.44,North,2
460,52,127338,71,72.03,9,3,42088.66,North,2
461,36,40607,4,67.04,7,1,13961.32,East,0
462,39,66691,34,49.47,6,3,22399.42,West,2
463,28,60921,13,54.99,2,1,20398.94,East,2
464,37,120020,63,39.54,6,4,39455.1,North,3
465,24,59268,15,54.39,2,1,20033.46,East,4
466,22,61581,15,50.4,3,1,21157.36,East,1
467,24,33969,0,62.22,2,2,12295.64,East,1
468,45,130248,73,38.93,6,4,43020.59,North,3
469,33,86539,33,33.59,6,3,29045.9,East,3
470,22,41870,8,47.39,4,2,14477.32,East,1
471,48,127931,74,78.93,9,5,42273.27,North,2
472,50,143560,92,100.42,9,4,47658.32,North,3
473,40,46211,42,47.1,4,2,16128.78,West,0
474,33,66990,19,66.01,4,2,22674.51,East,4
475,28,61407,9,61.93,1,2,20744.83,East,0
476,44,137206,80,67.67,7,5,45554.49,North,3
477,42,69716,21,64.82,5,2,23321.73,South,1
478,27,61950,9,62.97,2,2,21000.37,East,4
479,49,124640,72,75.47,9,4,41437.51,North,2
480,27,53460,42,61.93,3,1,18782.99,West,0
481,26,64720,25,48.86,2,3,21674.87,North,2
482,56,143346,95,76.15,10,5,47517.23,North,3
483,27,57775,22,63.7,0,1,19434.8,East,0
484,24,32726,5,58.2,4,2,11828.41,East,0
485,51,109934,68,36.03,9,4,36342.81,North,2
486,22,57997,20,55.83,5,1,19931.34,East,1
487,35,68654,23,63.33,6,2,23023.65,West,4
488,32,84536,36,32.88,6,3,27839.78,East,3
489,38,55799,8,56.21,1,0,18926.81,East,1
490,21,47158,0,54.94,1,2,16112.78,East,0
491,31,69200,18,76.47,3,3,23242.78,East,0
492,39,52545,12,70.88,7,2,17832.01,South,3
493,44,139500,82,79.74,7,6,46297.81,North,3
494,31,37020,5,48.79,3,2,12803.28,East,0
495,28,64029,22,63.96,2,0,21620.99,East,4
496,40,51792,8,71.67,5,1,17338.52,South,1
497,29,68211,23,63.81,4,2,22713.39,East,4
498,27,60470,11,55.27,2,1,20539.47,East,4
499,42,65577,56,45.69,3,3,22155.5,West,3
500,26,61731,20,57.05,1,2,20805.96,East,4
501,40,113497,64,81.17,6,4,37408.83,North,2
502,33,76111,30,54.36,6,4,25668.19,East,3
503,58,150114,94,72.51,10,6,49522.63,North,3
504,28,40669,5,59.14,5,2,13730.54,East,0
505,22,48474,9,51.04,0,2,16656.9,East,0
506,41,66063,15,53.6,4,2,22183.55,South,1
507,28,76791,31,37.44,4,4,25628.07,North,2
508,24,53988,12,56.43,2,3,18517.68,East,4
509,25,71758,26,42.87,4,1,23971.21,West,3
510,39,48906,22,53.95,4,2,17013.84,West,0
511,28,58999,15,48.9,2,1,19782.45,East,4
512,45,79226,50,34.16,5,3,26357,West,2
513,26,60208,9,49.05,0,2,20163.4,East,4
514,24,51041,11,49.63,2,3,17080.08,East,1
515,37,108838,57,86.22,7,4,36207.19,North,2
516,31,68462,26,71.61,3,2,22909.47,East,4
517,47,128145,68,92.56,9,4,42459.48,North,2
518,41,118840,64,84.74,6,4,39098.48,North,2
519,54,100071,74,-4.58,7,6,32537.81,North,3
520,27,59653,20,62.18,3,2,20004.84,East,4
521,39,59125,18,45.01,3,2,19824.22,South,1
522,32,47578,9,61.16,6,2,15964.21,East,1
523,54,108732,68,46.51,6,3,35950.86,North,2
524,23,62017,12,66.47,2,2,20739.84,East,4
525,38,118293,58,10.01,7,5,38724.81,North,3
526,40,73464,20,57.21,6,2,24486.44,South,1
527,21,28174,0,44.88,3,2,10156.24,East,0
528,56,155663,86,78.46,10,5,51613.79,North,3
529,19,55077,11,39.97,3,1,18765.02,East,0
530,52,125661,67,61.42,8,4,41232.98,North,2
531,34,69530,25,69.34,4,2,23130.68,North,4
532,28,58033,14,59.75,2,1,19709.15,East,1
533,43,60304,44,40.84,4,3,20336.18,West,0
534,33,101618,57,55.73,4,4,33648.72,North,2
535,57,135672,90,42.27,11,4,44850.3,North,3
